Date,Open,High,Low,Close
15 December 2016,"?33,366","?33,450","?33,288","?33,360"
16 December 2016,"?33,438","?33,625","?33,438","?33,478"
17 December 2016,"?33,569","?33,655","?33,465","?33,562"
18 December 2016,"?33,576","?33,670","?33,468","?33,588"
19 December 2016,"?33,670","?33,739","?33,640","?33,679"
20 December 2016,"?33,641","?33,745","?33,540","?33,724"
21 December 2016,"?33,727","?33,770","?33,577","?33,619"
22 December 2016,"?33,664","?33,729","?33,553","?33,603"
23 December 2016,"?33,543","?33,576","?33,109","?33,149"
24 December 2016,"?33,248","?33,301","?32,798","?32,833"
25 December 2016,"?32,968","?33,008","?32,786","?32,870"
26 December 2016,"?32,814","?32,893","?32,683","?32,802"
27 December 2016,"?32,799","?32,805","?32,565","?32,597"
28 December 2016,"?32,615","?32,992","?32,598","?32,949"
29 December 2016,"?33,034","?33,286","?33,034","?33,250"
30 December 2016,"?33,318","?33,536","?33,313","?33,456"
31 December 2016,"?33,427","?33,458","?33,180","?33,228"
01 January 2017,"?33,230","?33,404","?32,989","?33,053"
02 January 2017,"?33,115","?33,322","?32,887","?33,247"
03 January 2017,"?33,456","?33,622","?33,406","?33,463"
04 January 2017,"?33,365","?33,802","?32,596","?33,602"
05 January 2017,"?33,732","?33,862","?33,667","?33,837"
06 January 2017,"?33,929","?33,956","?33,755","?33,777"
07 January 2017,"?33,826","?33,861","?33,708","?33,756"
08 January 2017,"?33,768","?33,964","?33,768","?33,940"
09 January 2017,"?33,981","?34,062","?33,890","?34,011"
10 January 2017,"?34,087","?34,138","?33,840","?33,912"
11 January 2017,"?33,929","?34,024","?33,752","?33,848"
12 January 2017,"?33,889","?34,086","?33,889","?34,057"
13 January 2017,"?34,060","?34,101","?33,766","?33,813"
14 January 2017,"?33,914","?33,964","?33,703","?33,812"
15 January 2017,"?33,930","?33,998","?33,765","?33,793"
16 January 2017,"?33,912","?33,995","?33,802","?33,970"
17 January 2017,"?34,021","?34,189","?34,021","?34,154"
18 January 2017,"?34,216","?34,386","?34,216","?34,353"
19 January 2017,"?34,432","?34,488","?34,343","?34,443"
20 January 2017,"?34,539","?34,566","?34,312","?34,433"
21 January 2017,"?34,471","?34,559","?34,401","?34,503"
22 January 2017,"?34,579","?34,638","?34,342","?34,592"
23 January 2017,"?34,687","?34,964","?34,687","?34,844"
24 January 2017,"?34,878","?34,936","?34,736","?34,771"
25 January 2017,"?34,754","?35,119","?34,701","?35,082"
26 January 2017,"?35,366","?35,507","?35,166","?35,260"
27 January 2017,"?35,339","?35,542","?35,221","?35,512"
28 January 2017,"?35,614","?35,828","?35,545","?35,798"
29 January 2017,"?35,868","?36,171","?35,864","?36,140"
30 January 2017,"?36,162","?36,268","?36,037","?36,162"
31 January 2017,"?36,208","?36,247","?35,823","?36,050"
01 February 2017,"?36,106","?36,444","?36,093","?36,283"
02 February 2017,"?36,277","?36,292","?35,993","?36,034"
03 February 2017,"?35,952","?36,051","?35,818","?35,965"
04 February 2017,"?36,049","?36,257","?35,502","?35,907"
05 February 2017,"?35,708","?35,738","?35,006","?35,067"
06 February 2017,"?34,719","?34,874","?34,521","?34,757"
07 February 2017,"?33,754","?34,521","?33,483","?34,196"
08 February 2017,"?34,563","?34,666","?34,008","?34,083"
09 February 2017,"?34,208","?34,634","?34,109","?34,413"
10 February 2017,"?34,002","?34,071","?33,850","?34,006"
11 February 2017,"?34,203","?34,351","?34,115","?34,300"
12 February 2017,"?34,437","?34,473","?34,029","?34,156"
13 February 2017,"?34,208","?34,535","?34,186","?34,297"
14 February 2017,"?34,411","?34,508","?33,957","?34,011"
15 February 2017,"?34,054","?34,123","?33,554","?33,775"
16 February 2017,"?33,914","?33,961","?33,658","?33,704"
17 February 2017,"?33,814","?33,911","?33,703","?33,845"
18 February 2017,"?33,817","?33,869","?33,691","?33,820"
19 February 2017,"?33,832","?34,168","?33,832","?34,142"
20 February 2017,"?34,226","?34,483","?34,226","?34,446"
21 February 2017,"?34,559","?34,611","?34,315","?34,346"
22 February 2017,"?34,156","?34,303","?34,076","?34,184"
23 February 2017,"?34,141","?34,279","?34,016","?34,047"
24 February 2017,"?34,034","?34,034","?33,653","?33,747"
25 February 2017,"?34,047","?34,060","?33,210","?33,317"
26 February 2017,"?33,279","?33,331","?32,991","?33,033"
27 February 2017,"?33,245","?33,440","?33,037","?33,352"
28 February 2017,"?33,465","?33,519","?33,256","?33,307"
01 March 2017,"?33,468","?33,962","?33,468","?33,918"
02 March 2017,"?33,818","?34,077","?33,723","?33,857"
03 March 2017,"?33,734","?33,875","?33,581","?33,836"
04 March 2017,"?33,843","?33,866","?33,637","?33,686"
05 March 2017,"?33,686","?33,691","?33,120","?33,176"
06 March 2017,"?33,269","?33,276","?32,857","?32,923"
07 March 2017,"?32,876","?33,103","?32,811","?32,997"
08 March 2017,"?33,091","?33,355","?33,071","?33,136"
09 March 2017,"?33,207","?33,282","?32,963","?33,006"
10 March 2017,"?32,651","?32,720","?32,484","?32,597"
11 March 2017,"?32,536","?33,115","?32,515","?33,066"
12 March 2017,"?33,173","?33,371","?33,077","?33,174"
13 March 2017,"?33,098","?33,104","?32,918","?32,969"
14 March 2017,"?33,031","?33,289","?32,998","?33,255"
15 March 2017,"?33,197","?33,403","?33,154","?33,371"
16 March 2017,"?33,438","?33,506","?32,973","?33,019"
17 March 2017,"?33,290","?33,637","?33,268","?33,597"
18 March 2017,"?33,609","?33,698","?33,501","?33,627"
19 March 2017,"?33,654","?33,847","?33,579","?33,789"
20 March 2017,"?33,880","?33,950","?33,813","?33,880"
21 March 2017,"?33,970","?33,982","?33,751","?33,940"
22 March 2017,"?33,988","?34,177","?33,925","?34,101"
23 March 2017,"?34,168","?34,313","?34,104","?34,193"
24 March 2017,"?33,945","?34,341","?33,899","?34,305"
25 March 2017,"?34,382","?34,434","?34,230","?34,395"
26 March 2017,"?34,443","?34,592","?34,270","?34,332"
27 March 2017,"?34,404","?34,479","?34,359","?34,427"
28 March 2017,"?34,434","?34,487","?34,311","?34,416"
29 March 2017,"?34,494","?34,664","?34,259","?34,451"
30 March 2017,"?34,491","?34,707","?34,465","?34,617"
31 March 2017,"?34,593","?34,631","?34,401","?34,501"
01 April 2017,"?34,533","?34,748","?34,506","?34,714"
02 April 2017,"?34,747","?35,065","?34,745","?34,970"
03 April 2017,"?35,021","?35,213","?35,004","?35,160"
04 April 2017,"?35,329","?35,357","?35,072","?35,176"
05 April 2017,"?35,257","?35,257","?35,020","?35,103"
06 April 2017,"?35,145","?35,207","?34,848","?34,915"
07 April 2017,"?34,984","?35,260","?34,978","?35,208"
08 April 2017,"?35,350","?35,389","?35,136","?35,216"
09 April 2017,"?35,198","?35,405","?35,134","?35,319"
10 April 2017,"?35,354","?35,501","?35,204","?35,246"
11 April 2017,"?35,288","?35,596","?35,262","?35,536"
12 April 2017,"?35,556","?35,643","?35,457","?35,557"
13 April 2017,"?35,538","?35,994","?35,498","?35,544"
14 April 2017,"?35,452","?35,544","?35,242","?35,388"
15 April 2017,"?35,484","?35,510","?35,088","?35,149"
16 April 2017,"?35,144","?35,163","?34,822","?34,848"
17 April 2017,"?34,873","?34,974","?34,594","?34,616"
18 April 2017,"?34,601","?34,755","?34,550","?34,651"
19 April 2017,"?34,657","?34,668","?34,303","?34,345"
20 April 2017,"?34,404","?34,741","?34,368","?34,663"
21 April 2017,"?34,753","?35,018","?34,701","?34,925"
22 April 2017,"?35,074","?35,241","?35,007","?35,165"
23 April 2017,"?35,213","?35,234","?34,922","?34,949"
24 April 2017,"?34,876","?35,017","?34,735","?34,906"
25 April 2017,"?35,084","?35,416","?34,926","?35,322"
26 April 2017,"?35,374","?35,438","?35,177","?35,227"
27 April 2017,"?35,503","?35,556","?34,982","?35,012"
28 April 2017,"?35,029","?35,073","?34,785","?34,903"
29 April 2017,"?34,932","?35,231","?34,896","?35,179"
30 April 2017,"?35,278","?35,628","?35,278","?35,463"
01 May 2017,"?35,406","?35,485","?35,260","?35,444"
02 May 2017,"?35,473","?35,705","?35,444","?35,483"
03 May 2017,"?35,525","?35,743","?35,479","?35,693"
04 May 2017,"?35,835","?35,877","?35,716","?35,739"
05 May 2017,"?35,743","?35,750","?35,489","?35,600"
06 May 2017,"?35,656","?35,675","?35,420","?35,622"
07 May 2017,"?35,698","?35,722","?35,519","?35,548"
08 May 2017,"?35,552","?35,552","?35,249","?35,287"
09 May 2017,"?35,330","?35,571","?35,330","?35,547"
10 May 2017,"?35,644","?35,679","?35,397","?35,432"
11 May 2017,"?35,428","?35,741","?35,344","?35,690"
12 May 2017,"?35,784","?35,807","?35,430","?35,470"
13 May 2017,"?35,356","?35,617","?35,338","?35,490"
14 May 2017,"?35,544","?35,619","?35,154","?35,217"
15 May 2017,"?35,207","?35,282","?34,937","?35,038"
16 May 2017,"?35,128","?35,459","?35,100","?35,423"
17 May 2017,"?35,545","?35,578","?35,107","?35,264"
18 May 2017,"?35,344","?35,445","?35,196","?35,379"
19 May 2017,"?35,386","?35,667","?35,310","?35,645"
20 May 2017,"?35,703","?35,748","?35,518","?35,575"
21 May 2017,"?35,544","?35,800","?35,532","?35,658"
22 May 2017,"?35,835","?35,977","?35,780","?35,935"
23 May 2017,"?36,068","?36,274","?36,020","?36,240"
24 May 2017,"?36,299","?36,362","?36,170","?36,266"
25 May 2017,"?36,424","?36,700","?36,422","?36,548"
26 May 2017,"?36,635","?36,740","?36,502","?36,542"
27 May 2017,"?36,659","?36,659","?36,299","?36,324"
28 May 2017,"?36,391","?36,550","?36,262","?36,520"
29 May 2017,"?36,722","?36,748","?36,321","?36,373"
30 May 2017,"?36,509","?36,516","?36,279","?36,351"
31 May 2017,"?36,377","?36,567","?36,336","?36,496"
01 June 2017,"?36,501","?36,750","?36,492","?36,719"
02 June 2017,"?36,859","?36,902","?36,710","?36,825"
03 June 2017,"?36,928","?36,947","?36,803","?36,858"
04 June 2017,"?36,928","?37,062","?36,853","?36,985"
05 June 2017,"?37,254","?37,369","?37,135","?37,337"
06 June 2017,"?37,491","?37,534","?37,292","?37,494"
07 June 2017,"?37,535","?37,645","?37,299","?37,607"
08 June 2017,"?37,644","?37,712","?37,433","?37,522"
09 June 2017,"?37,530","?37,530","?37,129","?37,165"
10 June 2017,"?37,327","?37,582","?37,320","?37,556"
11 June 2017,"?37,715","?37,805","?37,643","?37,692"
12 June 2017,"?37,849","?37,877","?37,587","?37,666"
13 June 2017,"?37,756","?37,931","?37,641","?37,888"
14 June 2017,"?37,995","?38,076","?37,939","?38,024"
15 June 2017,"?38,050","?38,051","?37,816","?37,869"
16 June 2017,"?37,693","?37,800","?37,559","?37,645"
17 June 2017,"?37,750","?37,932","?37,690","?37,852"
18 June 2017,"?37,796","?37,892","?37,634","?37,664"
19 June 2017,"?37,899","?38,022","?37,840","?37,948"
20 June 2017,"?38,075","?38,341","?38,051","?38,279"
21 June 2017,"?38,360","?38,403","?38,214","?38,286"
22 June 2017,"?38,417","?38,488","?38,227","?38,337"
23 June 2017,"?38,367","?38,430","?38,173","?38,252"
24 June 2017,"?38,472","?38,737","?38,417","?38,694"
25 June 2017,"?38,815","?38,939","?38,761","?38,897"
26 June 2017,"?38,990","?38,990","?38,680","?38,723"
27 June 2017,"?38,797","?38,819","?38,582","?38,690"
28 June 2017,"?38,705","?38,838","?38,562","?38,645"
29 June 2017,"?38,916","?38,934","?38,270","?38,313"
30 June 2017,"?38,461","?38,519","?38,099","?38,158"
01 July 2017,"?38,193","?38,251","?37,774","?38,018"
02 July 2017,"?38,162","?38,321","?37,913","?38,243"
03 July 2017,"?38,315","?38,422","?38,067","?38,390"
04 July 2017,"?38,348","?38,355","?37,883","?37,922"
05 July 2017,"?38,017","?38,043","?37,361","?37,413"
06 July 2017,"?37,546","?37,753","?37,342","?37,718"
07 July 2017,"?37,939","?38,126","?37,860","?38,091"
08 July 2017,"?38,028","?38,028","?37,549","?37,586"
09 July 2017,"?37,660","?37,745","?37,243","?37,291"
10 July 2017,"?37,433","?37,531","?37,063","?37,121"
11 July 2017,"?37,279","?37,489","?35,994","?36,842"
12 July 2017,"?36,925","?36,946","?36,217","?36,305"
13 July 2017,"?36,350","?36,706","?36,064","?36,652"
14 July 2017,"?36,937","?36,939","?36,358","?36,542"
15 July 2017,"?36,692","?36,712","?36,238","?36,324"
16 July 2017,"?36,453","?36,552","?35,986","?36,227"
17 July 2017,"?36,274","?36,617","?35,961","?36,526"
18 July 2017,"?36,603","?36,603","?35,912","?35,976"
19 July 2017,"?35,821","?35,821","?35,022","?35,169"
20 July 2017,"?35,098","?35,119","?34,202","?34,377"
21 July 2017,"?34,412","?34,636","?33,975","?34,474"
22 July 2017,"?34,652","?34,712","?34,234","?34,299"
23 July 2017,"?34,493","?34,858","?34,347","?34,761"
24 July 2017,"?34,064","?34,325","?33,724","?34,001"
25 July 2017,"?34,292","?34,808","?34,280","?34,734"
26 July 2017,"?34,972","?35,009","?34,560","?34,865"
27 July 2017,"?35,004","?35,216","?34,913","?35,162"
28 July 2017,"?35,543","?35,605","?34,727","?34,780"
29 July 2017,"?34,563","?34,563","?34,140","?34,316"
30 July 2017,"?34,689","?34,749","?34,083","?34,134"
31 July 2017,"?33,936","?34,074","?33,743","?33,847"
01 August 2017,"?34,204","?34,301","?33,726","?34,034"
02 August 2017,"?33,779","?33,839","?33,553","?33,690"
03 August 2017,"?33,777","?33,777","?33,292","?33,349"
04 August 2017,"?33,550","?34,155","?33,342","?34,067"
05 August 2017,"?34,069","?34,176","?33,800","?33,891"
06 August 2017,"?33,963","?34,463","?33,587","?34,442"
07 August 2017,"?34,651","?34,680","?34,303","?34,432"
08 August 2017,"?34,744","?35,190","?34,650","?35,012"
09 August 2017,"?35,119","?35,123","?34,812","?34,951"
10 August 2017,"?35,076","?35,196","?34,890","?34,992"
11 August 2017,"?35,302","?35,302","?35,183","?35,238"
12 August 2017,"?35,258","?35,287","?35,011","?35,159"
13 August 2017,"?35,287","?35,333","?34,757","?34,813"
14 August 2017,"?34,846","?35,188","?34,672","?35,144"
15 August 2017,"?35,330","?35,352","?34,987","?35,142"
16 August 2017,"?35,146","?35,402","?35,118","?35,261"
17 August 2017,"?35,399","?35,546","?35,324","?35,457"
18 August 2017,"?35,648","?35,819","?35,511","?35,775"
19 August 2017,"?35,731","?35,732","?35,416","?35,475"
20 August 2017,"?35,493","?35,494","?35,112","?35,200"
21 August 2017,"?35,282","?35,365","?34,938","?34,981"
22 August 2017,"?35,118","?35,397","?34,896","?35,354"
23 August 2017,"?35,395","?35,555","?35,263","?35,513"
24 August 2017,"?35,636","?35,822","?35,605","?35,717"
25 August 2017,"?35,997","?36,254","?35,946","?36,170"
26 August 2017,"?36,304","?36,389","?36,083","?36,194"
27 August 2017,"?36,397","?36,446","?36,100","?36,241"
28 August 2017,"?36,290","?36,296","?36,036","?36,134"
29 August 2017,"?36,036","?36,049","?35,778","?35,884"
30 August 2017,"?35,694","?35,707","?35,267","?35,312"
31 August 2017,"?35,495","?35,730","?35,378","?35,673"
01 September 2017,"?35,205","?35,247","?34,916","?34,960"
02 September 2017,"?34,584","?35,207","?34,426","?35,150"
03 September 2017,"?35,278","?35,827","?35,167","?35,779"
04 September 2017,"?36,025","?36,096","?35,795","?35,930"
05 September 2017,"?35,960","?36,019","?35,814","?35,963"
06 September 2017,"?36,129","?36,312","?36,124","?36,270"
07 September 2017,"?36,226","?36,375","?36,047","?36,347"
08 September 2017,"?36,441","?36,555","?36,382","?36,484"
09 September 2017,"?36,321","?36,476","?36,203","?36,432"
10 September 2017,"?36,449","?36,483","?35,695","?35,742"
11 September 2017,"?35,860","?35,911","?35,423","?35,470"
12 September 2017,"?35,443","?35,711","?35,011","?35,650"
13 September 2017,"?36,002","?36,041","?35,782","?35,807"
14 September 2017,"?35,912","?36,195","?35,912","?36,077"
15 September 2017,"?36,239","?36,285","?36,034","?36,068"
16 September 2017,"?36,162","?36,284","?35,889","?36,255"
17 September 2017,"?36,198","?36,237","?35,734","?35,892"
18 September 2017,"?35,935","?36,000","?35,476","?35,514"
19 September 2017,"?35,591","?35,744","?35,382","?35,695"
20 September 2017,"?35,971","?36,077","?35,809","?35,850"
21 September 2017,"?35,965","?36,037","?35,754","?35,981"
22 September 2017,"?36,181","?36,251","?35,863","?36,213"
23 September 2017,"?36,258","?36,269","?36,071","?36,107"
24 September 2017,"?36,192","?36,214","?35,841","?36,010"
25 September 2017,"?36,113","?36,125","?35,692","?35,854"
26 September 2017,"?35,950","?36,349","?35,950","?36,318"
27 September 2017,"?36,371","?36,462","?36,279","?36,321"
28 September 2017,"?36,414","?36,468","?36,171","?36,374"
29 September 2017,"?36,418","?36,470","?36,218","?36,387"
30 September 2017,"?36,467","?36,701","?36,352","?36,579"
01 October 2017,"?36,650","?36,650","?36,283","?36,445"
02 October 2017,"?36,494","?36,521","?36,038","?36,108"
03 October 2017,"?36,147","?36,258","?35,997","?36,195"
04 October 2017,"?36,246","?36,474","?35,953","?36,026"
05 October 2017,"?36,100","?36,124","?35,565","?35,657"
06 October 2017,"?35,717","?35,734","?35,376","?35,593"
07 October 2017,"?35,820","?35,850","?35,491","?35,591"
08 October 2017,"?35,806","?36,278","?35,740","?36,257"
09 October 2017,"?36,312","?36,778","?36,221","?36,469"
10 October 2017,"?36,456","?36,623","?36,225","?36,583"
11 October 2017,"?36,573","?36,728","?36,496","?36,617"
12 October 2017,"?36,715","?37,005","?36,681","?36,975"
13 October 2017,"?37,027","?37,172","?36,899","?36,971"
14 October 2017,"?36,874","?36,886","?36,481","?36,546"
15 October 2017,"?36,586","?36,588","?36,300","?36,395"
16 October 2017,"?36,406","?36,465","?36,114","?36,154"
17 October 2017,"?36,280","?36,376","?35,963","?36,034"
18 October 2017,"?36,065","?36,109","?35,799","?35,876"
19 October 2017,"?35,986","?36,023","?35,511","?35,809"
20 October 2017,"?35,831","?35,912","?35,471","?35,498"
21 October 2017,"?35,543","?35,776","?35,287","?35,353"
22 October 2017,"?35,565","?35,797","?35,469","?35,756"
23 October 2017,"?35,837","?35,983","?35,707","?35,898"
24 October 2017,"?35,906","?35,942","?35,796","?35,871"
25 October 2017,"?35,984","?36,242","?35,901","?36,213"
26 October 2017,"?35,976","?36,173","?35,714","?35,974"
27 October 2017,"?36,139","?36,371","?35,735","?35,905"
28 October 2017,"?36,026","?36,086","?35,829","?35,867"
29 October 2017,"?36,018","?36,141","?35,952","?36,064"
30 October 2017,"?36,141","?36,457","?35,927","?36,443"
31 October 2017,"?36,545","?36,666","?36,457","?36,636"
01 November 2017,"?36,744","?36,830","?36,591","?36,725"
02 November 2017,"?36,754","?36,754","?36,593","?36,671"
03 November 2017,"?36,742","?37,106","?36,726","?37,054"
04 November 2017,"?37,250","?37,587","?37,231","?37,536"
05 November 2017,"?37,608","?37,797","?37,479","?37,752"
06 November 2017,"?37,841","?37,908","?37,694","?37,755"
07 November 2017,"?37,760","?38,255","?37,760","?38,024"
08 November 2017,"?38,133","?38,370","?37,952","?38,095"
09 November 2017,"?38,219","?38,396","?38,078","?38,363"
10 November 2017,"?38,434","?38,490","?38,316","?38,387"
11 November 2017,"?38,452","?38,565","?38,089","?38,165"
12 November 2017,"?38,017","?38,017","?37,667","?37,809"
13 November 2017,"?37,886","?38,298","?37,800","?38,233"
14 November 2017,"?38,372","?38,476","?38,001","?38,133"
15 November 2017,"?38,208","?38,594","?38,148","?38,546"
16 November 2017,"?38,675","?38,749","?38,547","?38,673"
17 November 2017,"?38,859","?39,116","?38,809","?38,872"
18 November 2017,"?38,989","?39,122","?38,847","?39,057"
19 November 2017,"?39,167","?39,270","?38,827","?38,877"
20 November 2017,"?38,936","?38,939","?38,581","?38,685"
21 November 2017,"?38,840","?38,959","?38,701","?38,862"
22 November 2017,"?38,994","?39,041","?38,521","?38,701"
23 November 2017,"?38,731","?38,979","?38,599","?38,939"
24 November 2017,"?38,899","?38,950","?38,542","?38,585"
25 November 2017,"?38,622","?38,650","?38,460","?38,607"
26 November 2017,"?38,692","?38,819","?38,555","?38,767"
27 November 2017,"?38,806","?38,977","?38,780","?38,906"
28 November 2017,"?39,040","?39,364","?39,039","?39,276"
29 November 2017,"?39,420","?39,487","?39,083","?39,140"
30 November 2017,"?39,158","?39,158","?38,586","?38,645"
01 December 2017,"?38,771","?38,833","?38,518","?38,565"
02 December 2017,"?38,673","?39,095","?38,571","?39,055"
03 December 2017,"?39,102","?39,262","?38,664","?38,731"
04 December 2017,"?38,866","?39,103","?38,765","?39,067"
05 December 2017,"?39,057","?39,106","?38,753","?39,032"
06 December 2017,"?39,037","?39,190","?38,883","?38,981"
07 December 2017,"?39,010","?39,173","?38,920","?38,963"
08 December 2017,"?38,719","?38,719","?38,510","?38,600"
09 December 2017,"?38,815","?38,836","?38,236","?38,277"
10 December 2017,"?38,244","?38,249","?37,743","?37,789"
11 December 2017,"?37,748","?37,780","?37,405","?37,559"
12 December 2017,"?37,632","?37,722","?37,370","?37,463"
13 December 2017,"?37,491","?37,584","?37,000","?37,091"
14 December 2017,"?37,147","?37,573","?36,956","?37,319"
15 December 2017,"?37,539","?37,560","?37,048","?37,115"
16 December 2017,"?37,179","?37,519","?37,052","?37,393"
17 December 2017,"?37,494","?38,001","?37,415","?37,931"
18 December 2017,"?38,701","?39,413","?38,570","?39,353"
19 December 2017,"?39,449","?39,572","?38,885","?38,970"
20 December 2017,"?39,086","?39,249","?38,904","?39,110"
21 December 2017,"?39,592","?40,125","?38,652","?38,811"
22 December 2017,"?39,076","?39,477","?38,824","?39,435"
23 December 2017,"?39,536","?39,822","?39,353","?39,683"
24 December 2017,"?39,766","?39,829","?39,499","?39,750"
25 December 2017,"?39,714","?39,768","?39,421","?39,502"
26 December 2017,"?39,580","?39,912","?39,501","?39,832"
27 December 2017,"?39,999","?40,122","?39,374","?39,714"
28 December 2017,"?39,807","?40,309","?39,711","?40,268"
29 December 2017,"?40,196","?40,312","?40,031","?40,084"
30 December 2017,"?40,136","?40,159","?39,481","?39,530"
31 December 2017,"?39,582","?39,703","?39,279","?39,616"
01 January 2018,"?39,787","?39,979","?39,620","?39,785"
02 January 2018,"?39,900","?40,066","?39,760","?39,950"
03 January 2018,"?39,974","?39,982","?39,624","?39,757"
04 January 2018,"?39,679","?39,801","?39,461","?39,741"
05 January 2018,"?39,797","?39,800","?39,363","?39,452"
06 January 2018,"?39,514","?39,540","?38,911","?38,961"
07 January 2018,"?39,057","?39,168","?38,871","?39,046"
08 January 2018,"?39,177","?39,436","?38,881","?39,113"
09 January 2018,"?39,043","?39,639","?38,934","?39,602"
10 January 2018,"?39,608","?39,618","?39,121","?39,194"
11 January 2018,"?39,160","?39,300","?39,022","?39,123"
12 January 2018,"?39,132","?39,491","?38,946","?39,435"
13 January 2018,"?39,379","?39,674","?39,320","?39,592"
14 January 2018,"?39,634","?39,817","?39,510","?39,586"
15 January 2018,"?39,631","?39,675","?39,362","?39,395"
16 January 2018,"?39,544","?39,765","?39,541","?39,687"
17 January 2018,"?39,812","?39,838","?39,499","?39,816"
18 January 2018,"?39,908","?39,935","?39,732","?39,839"
19 January 2018,"?39,918","?39,979","?39,858","?39,908"
20 January 2018,"?39,990","?40,032","?39,441","?39,513"
21 January 2018,"?39,476","?39,476","?38,605","?38,721"
22 January 2018,"?38,754","?38,814","?38,436","?38,731"
23 January 2018,"?38,702","?38,855","?38,475","?38,557"
24 January 2018,"?38,752","?38,893","?38,631","?38,823"
25 January 2018,"?38,941","?39,022","?38,685","?38,736"
26 January 2018,"?39,010","?39,024","?38,697","?38,897"
27 January 2018,"?38,962","?39,174","?38,845","?39,131"
28 January 2018,"?39,171","?39,285","?39,081","?39,216"
29 January 2018,"?39,204","?39,204","?38,861","?38,897"
30 January 2018,"?39,059","?39,059","?38,271","?38,337"
31 January 2018,"?38,334","?38,334","?37,890","?38,031"
01 February 2018,"?38,139","?38,218","?37,899","?37,983"
02 February 2018,"?37,990","?38,103","?37,708","?37,848"
03 February 2018,"?37,935","?38,170","?37,776","?37,831"
04 February 2018,"?37,831","?37,978","?37,690","?37,883"
05 February 2018,"?38,043","?38,043","?37,519","?37,686"
06 February 2018,"?37,736","?37,950","?37,359","?37,397"
07 February 2018,"?37,258","?37,576","?37,128","?37,481"
08 February 2018,"?37,387","?37,387","?36,694","?37,018"
09 February 2018,"?36,920","?37,375","?36,607","?37,118"
10 February 2018,"?36,842","?36,844","?36,417","?36,700"
11 February 2018,"?36,568","?37,242","?36,537","?36,977"
12 February 2018,"?37,025","?37,105","?36,611","?36,691"
13 February 2018,"?36,808","?37,405","?36,655","?37,327"
14 February 2018,"?37,521","?37,808","?37,406","?37,582"
15 February 2018,"?37,755","?37,755","?36,888","?36,958"
16 February 2018,"?37,234","?37,474","?37,001","?37,312"
17 February 2018,"?37,383","?37,444","?36,974","?37,350"
18 February 2018,"?37,486","?37,719","?37,358","?37,402"
19 February 2018,"?37,442","?37,512","?37,220","?37,328"
20 February 2018,"?37,299","?37,407","?37,023","?37,060"
21 February 2018,"?37,088","?37,088","?36,391","?36,473"
22 February 2018,"?36,388","?36,807","?36,102","?36,701"
23 February 2018,"?37,364","?37,544","?36,493","?37,494"
24 February 2018,"?37,658","?37,732","?37,450","?37,641"
25 February 2018,"?37,656","?37,688","?37,249","?37,452"
26 February 2018,"?37,382","?37,382","?36,987","?37,069"
27 February 2018,"?37,222","?37,398","?36,830","?37,333"
28 February 2018,"?37,182","?37,188","?36,466","?36,563"
01 March 2018,"?36,575","?36,776","?36,410","?36,725"
02 March 2018,"?36,822","?36,899","?36,542","?36,644"
03 March 2018,"?36,786","?37,013","?36,728","?36,982"
04 March 2018,"?36,969","?37,244","?36,784","?37,145"
05 March 2018,"?37,251","?37,343","?37,194","?37,271"
06 March 2018,"?37,330","?37,435","?37,049","?37,104"
07 March 2018,"?37,176","?37,414","?37,000","?37,385"
08 March 2018,"?37,205","?37,302","?37,029","?37,123"
09 March 2018,"?37,169","?37,170","?36,419","?36,481"
10 March 2018,"?36,621","?36,713","?36,466","?36,564"
11 March 2018,"?36,614","?36,614","?35,988","?36,093"
12 March 2018,"?36,215","?38,378","?36,086","?38,015"
13 March 2018,"?38,844","?39,441","?38,674","?39,090"
14 March 2018,"?39,135","?39,306","?38,913","?39,097"
15 March 2018,"?39,087","?39,087","?38,511","?38,594"
16 March 2018,"?38,700","?39,158","?38,676","?38,990"
17 March 2018,"?39,003","?39,107","?38,783","?38,823"
18 March 2018,"?38,873","?38,873","?38,401","?38,667"
19 March 2018,"?38,813","?38,924","?37,930","?38,305"
20 March 2018,"?38,138","?38,311","?37,958","?38,107"
21 March 2018,"?38,401","?38,404","?37,633","?37,673"
22 March 2018,"?37,854","?37,919","?37,481","?37,532"
23 March 2018,"?37,628","?38,210","?37,416","?38,178"
24 March 2018,"?38,130","?38,130","?37,803","?37,880"
25 March 2018,"?37,994","?38,345","?37,738","?38,127"
26 March 2018,"?38,208","?38,514","?38,066","?38,214"
27 March 2018,"?38,316","?38,635","?38,238","?38,506"
28 March 2018,"?38,637","?38,666","?38,417","?38,599"
29 March 2018,"?38,647","?39,105","?38,557","?39,052"
30 March 2018,"?39,088","?39,361","?38,964","?39,298"
31 March 2018,"?39,233","?39,426","?38,925","?38,964"
01 April 2018,"?39,064","?39,197","?38,866","?39,059"
02 April 2018,"?39,223","?39,327","?38,841","?39,020"
03 April 2018,"?39,202","?39,242","?38,718","?39,058"
04 April 2018,"?39,397","?39,402","?39,180","?39,250"
05 April 2018,"?39,293","?39,917","?39,254","?39,832"
06 April 2018,"?40,056","?40,178","?39,805","?40,052"
07 April 2018,"?40,212","?40,392","?40,055","?40,129"
08 April 2018,"?40,196","?40,283","?40,014","?40,165"
09 April 2018,"?40,294","?40,483","?40,186","?40,302"
10 April 2018,"?40,446","?40,467","?40,054","?40,248"
